UR_USER_NAME|UR_USER_SURNAME|UR_USER_LOGIN|UR_USER_PASSWORD|UR_USER_PASSWORD_CHANGED|UR_USER_STATUS|UR_USER_EMAIL|UR_ROLE_CUSTOM_CODE|UR_USER_PASSWORD_ENCRYPT
FAUSTO|PISANI|50000134|Abcd1234.|1|ACTIVE||CHECKER|
NELIA|ALBANO|50000135|Abcd1234.|1|ACTIVE||CHECKER|
VENCESLAO|CASAS|50000136|Abcd1234.|1|ACTIVE||CHECKER|
RAYNALDO|PICCIO|50000137|Abcd1234.|1|ACTIVE||CHECKER|
ROSALINDA|GIRARDI|50000138|Abcd1234.|1|ACTIVE||CHECKER|
ISIDRO|PACCIORETTI|50000139|Abcd1234.|1|ACTIVE||CHECKER|
ELODIA|GIORDANO|50000140|Abcd1234.|1|ACTIVE||CHECKER|
GRAVIELLA|SANTAROSSA|50000141|Abcd1234.|1|ACTIVE||CHECKER|
GRACIA|DI DONATO|50000142|Abcd1234.|1|ACTIVE||CHECKER|
MATUSHA|AGUILAR|50000143|Abcd1234.|1|ACTIVE||CHECKER|
MANUELA|DONNATIELLO|50000144|Abcd1234.|1|ACTIVE||CHECKER|
GERALDINA|VELASQUEZ|50000145|Abcd1234.|1|ACTIVE||CHECKER|
ESEKIAL|MUNOS|50000146|Abcd1234.|1|ACTIVE||CHECKER|
NAIARA|SABBATINI|50000147|Abcd1234.|1|ACTIVE||CHECKER|
EVARADO|VELASQUEZ|50000148|Abcd1234.|1|ACTIVE||CHECKER|
SALVADORA|ABILA|50000149|Abcd1234.|1|ACTIVE||CHECKER|
CEBRIÁN|D'AMORE|50000150|Abcd1234.|1|ACTIVE||CHECKER|
FERNÁN|LI FONTI|50000151|Abcd1234.|1|ACTIVE||CHECKER|
EMELDA|SASSO|50000152|Abcd1234.|1|ACTIVE||CHECKER|
LICO|SANTOS|50000153|Abcd1234.|1|ACTIVE||CHECKER|
ASENCION|ALLENDE|50000154|Abcd1234.|1|ACTIVE||CHECKER|
TEODORO|CICCONE|50000155|Abcd1234.|1|ACTIVE||CHECKER|
LUCIANA|BELLUCCI|50000156|Abcd1234.|1|ACTIVE||CHECKER|
ELDORA|BRICHESE|50000157|Abcd1234.|1|ACTIVE||CHECKER|
VENCESLÁS|TRINIDAD|50000158|Abcd1234.|1|ACTIVE||CHECKER|
ANA|FANUCCI|50000159|Abcd1234.|1|ACTIVE||CHECKER|
ELOI|CONSOLI|50000160|Abcd1234.|1|ACTIVE||CHECKER|
HUNFRIDO|FAULMINO|50000161|Abcd1234.|1|ACTIVE||CHECKER|
MAURITIO|DI DONATO|50000162|Abcd1234.|1|ACTIVE||CHECKER|
FRIDERICO|AGUILAR|50000163|Abcd1234.|1|ACTIVE||CHECKER|
LINDA|FIORENTINO|50000164|Abcd1234.|1|ACTIVE||CHECKER|
SALVADOR|LUCCIANO|50000165|Abcd1234.|1|ACTIVE||CHECKER|
FRASCO|TREVISAN|50000166|Abcd1234.|1|ACTIVE||CHECKER|
GABRIELLA|SUAREZ|50000167|Abcd1234.|1|ACTIVE||CHECKER|
NATIVIDAD|SALAZAR|50000168|Abcd1234.|1|ACTIVE||CHECKER|
NICANDRO|VECOLI|50000169|Abcd1234.|1|ACTIVE||CHECKER|
GUALTERIO|GENOVESE|50000170|Abcd1234.|1|ACTIVE||CHECKER|
LOURDECITA|SILVERA|50000171|Abcd1234.|1|ACTIVE||CHECKER|
RODERIGO|VOLTA|50000172|Abcd1234.|1|ACTIVE||CHECKER|
RICARDO|FRONTERA|50000173|Abcd1234.|1|ACTIVE||CHECKER|
CONSUELO|SPINA|50000174|Abcd1234.|1|ACTIVE||CHECKER|
RODRIGUEZ|DEL CAMPO|50000175|Abcd1234.|1|ACTIVE||CHECKER|
EMA|CICCONE|50000176|Abcd1234.|1|ACTIVE||CHECKER|
EMALA|SANCHEZ|50000177|Abcd1234.|1|ACTIVE||CHECKER|
XIMENES|DE PINTO|50000178|Abcd1234.|1|ACTIVE||CHECKER|
GRAZIELLA|BERRA|50000179|Abcd1234.|1|ACTIVE||CHECKER|
SANTI|VELA|50000180|Abcd1234.|1|ACTIVE||CHECKER|
PICABIA|RUBIO|50000181|Abcd1234.|1|ACTIVE||CHECKER|
JERALDO|GIORDANO|50000182|Abcd1234.|1|ACTIVE||CHECKER|
DOMINGO|TRUJILLO|50000183|Abcd1234.|1|ACTIVE||CHECKER|
SILVIANO|TOSCANO|50000184|Abcd1234.|1|ACTIVE||CHECKER|
SERGEO|VERRATTI|50000185|Abcd1234.|1|ACTIVE||CHECKER|
TOLI|NUCCI|50000186|Abcd1234.|1|ACTIVE||CHECKER|
ALVIRA|ANGELO|50000187|Abcd1234.|1|ACTIVE||CHECKER|
LOURDECITA|AMOR|50000188|Abcd1234.|1|ACTIVE||CHECKER|
ROSARIO|ESPERANZA|50000189|Abcd1234.|1|ACTIVE||CHECKER|
MANUELO|ABAR|50000190|Abcd1234.|1|ACTIVE||CHECKER|
NAVARONE|CARABALLO|50000191|Abcd1234.|1|ACTIVE||CHECKER|
MARTEZ|ALFONSO|50000192|Abcd1234.|1|ACTIVE||CHECKER|
INESITA|GORDON|50000193|Abcd1234.|1|ACTIVE||CHECKER|
ISADORO|VERDE|50000194|Abcd1234.|1|ACTIVE||CHECKER|
CAMALA|FERRARO|50000195|Abcd1234.|1|ACTIVE||CHECKER|
BERNARDO|FERRERA|50000196|Abcd1234.|1|ACTIVE||CHECKER|
MAYANITA|JAVIER|50000197|Abcd1234.|1|ACTIVE||CHECKER|
FRANCISCO|ANDOLINI|50000198|Abcd1234.|1|ACTIVE||CHECKER|
IDONIA|SOLANO|50000199|Abcd1234.|1|ACTIVE||CHECKER|
CARITO|GIAMBI|50000200|Abcd1234.|0|ACTIVE||FISCAL|
GIL|FERRARO|50000201|Abcd1234.|0|ACTIVE||FISCAL|
ALARICO|RIZZO|50000202|Abcd1234.|0|ACTIVE||FISCAL|
ELISEAO|MARTINEZ|50000203|Abcd1234.|0|ACTIVE||FISCAL|
CRUZ|CUEVA|50000204|Abcd1234.|0|ACTIVE||FISCAL|
PRISILLA|PALERMO|50000205|Abcd1234.|0|ACTIVE||FISCAL|
MARTINA|MONTES|50000206|Abcd1234.|0|ACTIVE||FISCAL|
QUIQUE|D'AMORE|50000207|Abcd1234.|0|ACTIVE||FISCAL|
PAQUITO|CASTIGLIONE|50000208|Abcd1234.|0|ACTIVE||FISCAL|
PLACIDO|FALLACI|50000209|Abcd1234.|0|ACTIVE||FISCAL|
ESTEBEN|VALENTINO|50000210|Abcd1234.|0|ACTIVE||FISCAL|
RAFELIA|JUAQUIN|50000211|Abcd1234.|0|ACTIVE||FISCAL|
RENALDO|GONZAGA|50000212|Abcd1234.|0|ACTIVE||FISCAL|
QUERIDA|LACERTOSA|50000213|Abcd1234.|0|ACTIVE||FISCAL|
ISAAC|RUIZ|50000214|Abcd1234.|0|ACTIVE||FISCAL|
JACINTA|CAPRIO|50000215|Abcd1234.|0|ACTIVE||FISCAL|
PAQUITA|AGUILAR|50000216|Abcd1234.|0|ACTIVE||FISCAL|
INESITA|GONZALES|50000217|Abcd1234.|0|ACTIVE||FISCAL|
FIFI|CALDERON|50000218|Abcd1234.|0|ACTIVE||FISCAL|
COLOMBITA|MARCHESI|50000219|Abcd1234.|0|ACTIVE||FISCAL|
TITO|PASSERO|50000220|Abcd1234.|0|ACTIVE||FISCAL|
CERGIO|ORTEGA|50000221|Abcd1234.|0|ACTIVE||FISCAL|
PEDRO|ORTIZ|50000222|Abcd1234.|0|ACTIVE||FISCAL|
OLIMPIA|SAENZ|50000223|Abcd1234.|0|ACTIVE||FISCAL|
COLBA|CAMERO|50000224|Abcd1234.|0|ACTIVE||FISCAL|
MADIA|SAGESE|50000225|Abcd1234.|0|ACTIVE||FISCAL|
ESTRELLA|ENEIDE|50000226|Abcd1234.|0|ACTIVE||FISCAL|
ROSALIA|CLEMENTE|50000227|Abcd1234.|0|ACTIVE||FISCAL|
MARISOL|SCALETTA|50000228|Abcd1234.|0|ACTIVE||FISCAL|
GERVASIA|JIMINEZ|50000229|Abcd1234.|0|ACTIVE||FISCAL|
LAURENTIA|FANUCCI|50000230|Abcd1234.|0|ACTIVE||FISCAL|
CHEFA|SAENZ|50000231|Abcd1234.|0|ACTIVE||FISCAL|
SANTOS|SALAMANCA|50000232|Abcd1234.|0|ACTIVE||FISCAL|
ALICIA|BADILLA|50000233|Abcd1234.|0|ACTIVE||FISCAL|
MACIMILIAN|PRESUTTI|50000234|Abcd1234.|0|ACTIVE||FISCAL|
ADDIS|RAYA|50000235|Abcd1234.|0|ACTIVE||FISCAL|
RODAS|CAMERO|50000236|Abcd1234.|0|ACTIVE||FISCAL|
FAUSTINA|STRINATI|50000237|Abcd1234.|0|ACTIVE||FISCAL|
NEVADA|CASAS|50000238|Abcd1234.|0|ACTIVE||FISCAL|
TITO|CASTELLANO|50000239|Abcd1234.|0|ACTIVE||FISCAL|
JENARO|VARGAS|50000240|Abcd1234.|0|ACTIVE||FISCAL|
ARMANDO|SCUTARI|50000241|Abcd1234.|0|ACTIVE||FISCAL|
GUILLERMO|PARILLA|50000242|Abcd1234.|0|ACTIVE||FISCAL|
GARCIA|ALFONSI|50000243|Abcd1234.|0|ACTIVE||FISCAL|
TAMASCIO|BOTERO|50000244|Abcd1234.|0|ACTIVE||FISCAL|
LUIZ|GORDON|50000245|Abcd1234.|0|ACTIVE||FISCAL|
ELETICIA|ABAR|50000246|Abcd1234.|0|ACTIVE||FISCAL|
SANTANA|CASTILLO|50000247|Abcd1234.|0|ACTIVE||FISCAL|
MINCHO|MUNOS|50000248|Abcd1234.|0|ACTIVE||FISCAL|
ÁLVARO|VERA|50000249|Abcd1234.|0|ACTIVE||FISCAL|
SANTOS|FAZIO|50000250|Abcd1234.|0|ACTIVE||FISCAL|
ASENCION|BADILLA|50000251|Abcd1234.|0|ACTIVE||FISCAL|
HUGIN|ROMANO|50000252|Abcd1234.|0|ACTIVE||FISCAL|
LORCA|CHE|50000253|Abcd1234.|0|ACTIVE||FISCAL|
YSIDORO|BELLINI|50000254|Abcd1234.|0|ACTIVE||FISCAL|
ALMIRA|PADRON|50000255|Abcd1234.|0|ACTIVE||FISCAL|
MARTES|ANDRADA|50000256|Abcd1234.|0|ACTIVE||FISCAL|
DOMINGO|ALLESSI |50000257|Abcd1234.|0|ACTIVE||FISCAL|
NATAL|CAPUANO|50000258|Abcd1234.|0|ACTIVE||FISCAL|
OSVALDO|SALAZAR|50000259|Abcd1234.|0|ACTIVE||FISCAL|
GOFREDO|SANTAROSSA|50000260|Abcd1234.|0|ACTIVE||FISCAL|
MARKO|ZITO|50000261|Abcd1234.|0|ACTIVE||FISCAL|
MAXIMILIANO|FAULMINO|50000262|Abcd1234.|0|ACTIVE||FISCAL|
LUCILA|FONTANA|50000263|Abcd1234.|0|ACTIVE||FISCAL|
PETRONA|VALENCIANO|50000264|Abcd1234.|0|ACTIVE||FISCAL|
CHILA|JILANI|50000265|Abcd1234.|0|ACTIVE||FISCAL|
MATEO|DE ROSE|50000266|Abcd1234.|0|ACTIVE||FISCAL|
IGNATIO|AGUILAR|50000267|Abcd1234.|0|ACTIVE||FISCAL|
EXECHIO|DELGADO|50000268|Abcd1234.|0|ACTIVE||FISCAL|
GIL|CALDERON|50000269|Abcd1234.|0|ACTIVE||FISCAL|
FAUZTINO|BORRONI|50000270|Abcd1234.|0|ACTIVE||FISCAL|
OCTAVIO|COCIARELLI|50000271|Abcd1234.|0|ACTIVE||FISCAL|
INNOCENTIO|LUCCIANO|50000272|Abcd1234.|0|ACTIVE||FISCAL|
ELEÓZAR|PISANO|50000273|Abcd1234.|0|ACTIVE||FISCAL|
GABELLA|UDINESI|50000274|Abcd1234.|0|ACTIVE||FISCAL|
LICO|MINIATI|50000275|Abcd1234.|0|ACTIVE||FISCAL|
PEDRA|COLOMBO|50000276|Abcd1234.|0|ACTIVE||FISCAL|
PACORRA|RODRIGUEZ|50000277|Abcd1234.|0|ACTIVE||FISCAL|
INESITA|VOLPE|50000278|Abcd1234.|0|ACTIVE||FISCAL|
PICABIA|MAZZI|50000279|Abcd1234.|0|ACTIVE||FISCAL|
FELEPITA|BADILLA|50000280|Abcd1234.|0|ACTIVE||FISCAL|
INRIQUES|REYES|50000281|Abcd1234.|0|ACTIVE||FISCAL|
MARQUITA|SILVERA|50000282|Abcd1234.|0|ACTIVE||FISCAL|
EUSTAQUIO|ARROYO|50000283|Abcd1234.|0|ACTIVE||FISCAL|
OVIDIA|COCCI|50000284|Abcd1234.|0|ACTIVE||FISCAL|
BEATRIZ|PAGNOTTO|50000285|Abcd1234.|0|ACTIVE||FISCAL|
NORITA|PUERTA|50000286|Abcd1234.|0|ACTIVE||FISCAL|
JOAQUINA|DEFILIPPIS|50000287|Abcd1234.|0|ACTIVE||FISCAL|
OSMUNDO|SANTANA|50000288|Abcd1234.|0|ACTIVE||FISCAL|
HUGUES|ARMENDAREZ|50000289|Abcd1234.|0|ACTIVE||FISCAL|
FORTUNATA|ALVAREZ|50000290|Abcd1234.|0|ACTIVE||FISCAL|
BERTUNGA|VELA|50000291|Abcd1234.|0|ACTIVE||FISCAL|
LEOCADIA|GORDON|50000292|Abcd1234.|0|ACTIVE||FISCAL|
JAVIERA|ALFONSO|50000293|Abcd1234.|0|ACTIVE||FISCAL|
ADAMO|MANO|50000294|Abcd1234.|0|ACTIVE||FISCAL|
RAFAEL|PUGLIESI|50000295|Abcd1234.|0|ACTIVE||FISCAL|
ROSALINA|RINALDI|50000296|Abcd1234.|0|ACTIVE||FISCAL|
IGNOCIO|ESPERANZA|50000297|Abcd1234.|0|ACTIVE||FISCAL|
GUILLA|PACCIORETTI|50000298|Abcd1234.|0|ACTIVE||FISCAL|
CESARIO|LOVATO|50000299|Abcd1234.|0|ACTIVE||FISCAL|
MELANIA|BENITO|60000001|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
PEPE|PRADO|60000002|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
HEXIQUIO|CUEVA|60000003|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
QUIXOTE|COCCI|60000004|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
FELIPE|PAGNOTTO|60000005|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
OLVA|ARANDA|60000006|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
DIAZ|CANDELLA|60000007|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
PERFECTA|GALLO|60000008|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
JENARO|DONNATIELLO|60000009|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
RICO|TRINIDAD|60000010|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
CAMA|ROZARIO|60000011|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
TEODORO|SAENZ|60000012|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
COLOMBO|ORTEGA|60000013|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
XIMEN|VIOLANTE|60000014|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
FLOREZ|DEGALLATO|60000015|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
TEODOMIRO|BERRA|60000016|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
MANUELA|FAZIO|60000017|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
FUENTES|NECCI|60000018|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
MAURICIO|MONALDO|60000019|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
EBER|BAROFFIO|60000020|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
ANTONINA|NUNEZ|60000021|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
DANIALO|BARO|60000022|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
ELVIRA|FONTANA|60000023|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
ARALUEN|MARCHESI|60000024|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
BAYA|TOSCANO|60000025|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
JACOBO|PICCIO|60000026|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
TIMOTEO|TOSCANO|60000027|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
FORTUNATO|BONOCCHI|60000028|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
REBECA|SALVO|60000029|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
ADELINA|BERRA|60000030|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
EDGARDITO|VALDEZ|60000031|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
PALOMINA|MARCHESI|60000032|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
BLANCO|MANDES|60000033|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
MACARIO|BENCOMO|60000034|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
ENOCENCIO|FANUCCI|60000035|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
JACINTA|MARTINEZ|60000036|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
COLBA|CASTIGLIONE|60000037|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
ROCIO|ESCANDON|60000038|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
LURDES|LOMBARDO|60000039|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
ESTEBEN|ESTRADA|60000040|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
OSVALDO|SABBATINI|60000041|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
GALENO|GUCCI|60000042|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
MIXIMINO|RUSSO|60000043|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
DELMAR|DI NORCIA|60000044|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
FAUSTINA|RIVERA|60000045|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
BENIAMÍN|BELLINI|60000046|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
HUBER|TOLEDO|60000047|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
TADEO|RUIZ|60000048|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
PALOMINA|DE TORO|60000049|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
JEMSA|SANCHEZ|60000050|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
GOFREDO|BERNARDO|60000051|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
CERGIO|ENRIQUE|60000052|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
LIVINIA|JUAQUIN|60000053|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
FELIPA|DE TORO|60000054|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
MATHIOS|ENRIQUE|60000055|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
GUI|VELASQUEZ|60000056|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
GALLIENO|LOMBARDI|60000057|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
JACOBO|HUERTA|60000058|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
PAZEL|DEFILIPPIS|60000059|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
FREDICO|ALLESSIE|60000060|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
CURITO|CRESCI|60000061|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
KILEY|CASTILLO|60000062|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
TINO|DONINI|60000063|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
NORITA|LETTIERE|60000064|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
NATALINA|ANDRADA|60000065|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
LATISHA|DI NORCIA|60000066|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
EUGENIO|PABLO|60000067|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
GRANADA|BAROFFIO|60000068|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
COLOMBA|MANDES|60000069|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
LUISINA|ALLESI|60000070|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
BALTASAR|BORRONI|60000071|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
YSRAEL|COSTALES|60000072|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
MARITA|RUBIO|60000073|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
SILBANIO|DEL CAMPO|60000074|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
LUCINO|ALAMEDA|60000075|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
LICHA|SALAZAR|60000076|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
MACEO|ZACARIAS|60000077|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
CESAREO|SASSO|60000078|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
JAVIER|AMOR|60000079|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
MANOLETE|LOVATO|60000080|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
FUENTES|CAPONE|60000081|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
ERUSMO|VEGA|60000082|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
RIA|ALVARO|60000083|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
STANCIO|ZETTICCI|60000084|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
YSRAEL|BALDERAS|60000085|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
OTMAN|ABILA|60000086|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
OCTAVIO|RINALDI|60000087|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
ALUISA|ZITO|60000088|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
MANUELA|VELASQUEZ|60000089|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
ANICETA|FERRARO|60000090|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
ARTEMIO|HIDALGO|60000091|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
INIGO|ROSIELLO|60000092|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
BELÉN|SALAZAR|60000093|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
PEPINA|AURIEMMA|60000094|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
ROGERIO|VASCO|60000095|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
ADDIS|FUENTES|60000096|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
ISAREAL|BAROFFIO|60000097|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
MARISOL|OPIZZI|60000098|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
MARCANO|PIROZZI|60000099|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
MIREIA|LACERTOSA|60000100|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
ALHAMBRA|PADILLA|60000101|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
OVIDIA|AVILA|60000102|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
EFRAIN|BALDERAS|60000103|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
TITO|SANTANA|60000104|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
ISIDRO|ARENAS|60000105|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
SENCIO|ENEIDE|60000106|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
MARTINA|BURATTI|60000107|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
MARCELLINO|ENRIQUE|60000108|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
PERICO|ESPOSITO|60000109|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
WILFREDO|DELLUCCI|60000110|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
EZYKIEL|PINTO|60000111|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
CHEQUIL|JUAQUIN|60000112|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
ARCELIA|NECCI|60000113|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
PAMELITA|CONSOLI|60000114|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
JADIEL|ZACARIAS|60000115|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
GERALDO|FLORENTINO|60000116|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
FERDINO|MANCINI|60000117|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
LUIZA|SOTOMAYOR|60000118|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
SILVANIO|SAENZ|60000119|Abcd1234.|1|ACTIVE||RESULT_MANAGER|
