UR_USER_NAME|UR_USER_SURNAME|UR_USER_LOGIN|UR_USER_PASSWORD|UR_USER_PASSWORD_CHANGED|UR_USER_STATUS|UR_USER_EMAIL|UR_ROLE_CUSTOM_CODE|UR_USER_PASSWORD_ENCRYPT
GRAZIELLA|BERRA|50000179|Abcd1234.|0|ACTIVE|50000179@domain.com|CHECKER|
SANTI|VELA|50000180|Abcd1234.|0|ACTIVE|50000180@domain.com|CHECKER|
PICABIA|RUBIO|50000181|Abcd1234.|0|ACTIVE|50000181@domain.com|CHECKER|
JERALDO|GIORDANO|50000182|Abcd1234.|0|ACTIVE|50000182@domain.com|CHECKER|
DOMINGO|TRUJILLO|50000183|Abcd1234.|0|ACTIVE|50000183@domain.com|CHECKER|
SILVIANO|TOSCANO|50000184|Abcd1234.|0|ACTIVE|50000184@domain.com|CHECKER|
SERGEO|VERRATTI|50000185|Abcd1234.|0|ACTIVE|50000185@domain.com|CHECKER|
TOLI|NUCCI|50000186|Abcd1234.|0|ACTIVE|50000186@domain.com|CHECKER|
ALVIRA|ANGELO|50000187|Abcd1234.|0|ACTIVE|50000187@domain.com|CHECKER|
LOURDECITA|AMOR|50000188|Abcd1234.|0|ACTIVE|50000188@domain.com|CHECKER|
ROSARIO|ESPERANZA|50000189|Abcd1234.|0|ACTIVE|50000189@domain.com|CHECKER|
MANUELO|ABAR|50000190|Abcd1234.|0|ACTIVE|50000190@domain.com|CHECKER|
NAVARONE|CARABALLO|50000191|Abcd1234.|0|ACTIVE|50000191@domain.com|CHECKER|
MARTEZ|ALFONSO|50000192|Abcd1234.|0|ACTIVE|50000192@domain.com|CHECKER|
INESITA|GORDON|50000193|Abcd1234.|0|ACTIVE|50000193@domain.com|CHECKER|
ISADORO|VERDE|50000194|Abcd1234.|0|ACTIVE|50000194@domain.com|CHECKER|
CAMALA|FERRARO|50000195|Abcd1234.|0|ACTIVE|50000195@domain.com|CHECKER|
BERNARDO|FERRERA|50000196|Abcd1234.|0|ACTIVE|50000196@domain.com|CHECKER|
MAYANITA|JAVIER|50000197|Abcd1234.|0|ACTIVE|50000197@domain.com|CHECKER|
FRANCISCO|ANDOLINI|50000198|Abcd1234.|0|ACTIVE|50000198@domain.com|CHECKER|
IDONIA|SOLANO|50000199|Abcd1234.|0|ACTIVE|50000199@domain.com|CHECKER|
CARITO|GIAMBI|50000200|Abcd1234.|0|ACTIVE|50000200@domain.com|FISCAL|
GIL|FERRARO|50000201|Abcd1234.|0|ACTIVE|50000201@domain.com|FISCAL|
ALARICO|RIZZO|50000202|Abcd1234.|0|ACTIVE|50000202@domain.com|FISCAL|
ELISEAO|MARTINEZ|50000203|Abcd1234.|0|ACTIVE|50000203@domain.com|FISCAL|
CRUZ|CUEVA|50000204|Abcd1234.|0|ACTIVE|50000204@domain.com|FISCAL|
PRISILLA|PALERMO|50000205|Abcd1234.|0|ACTIVE|50000205@domain.com|FISCAL|
MARTINA|MONTES|50000206|Abcd1234.|0|ACTIVE|50000206@domain.com|FISCAL|
QUIQUE|D'AMORE|50000207|Abcd1234.|0|ACTIVE|50000207@domain.com|FISCAL|
PAQUITO|CASTIGLIONE|50000208|Abcd1234.|0|ACTIVE|50000208@domain.com|FISCAL|
PLACIDO|FALLACI|50000209|Abcd1234.|0|ACTIVE|50000209@domain.com|FISCAL|
ESTEBEN|VALENTINO|50000210|Abcd1234.|0|ACTIVE|50000210@domain.com|FISCAL|
RAFELIA|JUAQUIN|50000211|Abcd1234.|0|ACTIVE|50000211@domain.com|FISCAL|
RENALDO|GONZAGA|50000212|Abcd1234.|0|ACTIVE|50000212@domain.com|FISCAL|
QUERIDA|LACERTOSA|50000213|Abcd1234.|0|ACTIVE|50000213@domain.com|FISCAL|
ISAAC|RUIZ|50000214|Abcd1234.|0|ACTIVE|50000214@domain.com|FISCAL|
JACINTA|CAPRIO|50000215|Abcd1234.|0|ACTIVE|50000215@domain.com|FISCAL|
PAQUITA|AGUILAR|50000216|Abcd1234.|0|ACTIVE|50000216@domain.com|FISCAL|
INESITA|GONZALES|50000217|Abcd1234.|0|ACTIVE|50000217@domain.com|FISCAL|
FIFI|CALDERON|50000218|Abcd1234.|0|ACTIVE|50000218@domain.com|FISCAL|
COLOMBITA|MARCHESI|50000219|Abcd1234.|0|ACTIVE|50000219@domain.com|FISCAL|
TITO|PASSERO|50000220|Abcd1234.|0|ACTIVE|50000220@domain.com|FISCAL|
CERGIO|ORTEGA|50000221|Abcd1234.|0|ACTIVE|50000221@domain.com|FISCAL|
PEDRO|ORTIZ|50000222|Abcd1234.|0|ACTIVE|50000222@domain.com|FISCAL|
OLIMPIA|SAENZ|50000223|Abcd1234.|0|ACTIVE|50000223@domain.com|FISCAL|
COLBA|CAMERO|50000224|Abcd1234.|0|ACTIVE|50000224@domain.com|FISCAL|
MADIA|SAGESE|50000225|Abcd1234.|0|ACTIVE|50000225@domain.com|FISCAL|
ESTRELLA|ENEIDE|50000226|Abcd1234.|0|ACTIVE|50000226@domain.com|FISCAL|
ROSALIA|CLEMENTE|50000227|Abcd1234.|0|ACTIVE|50000227@domain.com|FISCAL|
MARISOL|SCALETTA|50000228|Abcd1234.|0|ACTIVE|50000228@domain.com|FISCAL|
GERVASIA|JIMINEZ|50000229|Abcd1234.|0|ACTIVE|50000229@domain.com|FISCAL|
LAURENTIA|FANUCCI|50000230|Abcd1234.|0|ACTIVE|50000230@domain.com|FISCAL|
CHEFA|SAENZ|50000231|Abcd1234.|0|ACTIVE|50000231@domain.com|FISCAL|
SANTOS|SALAMANCA|50000232|Abcd1234.|0|ACTIVE|50000232@domain.com|FISCAL|
ALICIA|BADILLA|50000233|Abcd1234.|0|ACTIVE|50000233@domain.com|FISCAL|
MACIMILIAN|PRESUTTI|50000234|Abcd1234.|0|ACTIVE|50000234@domain.com|FISCAL|
ADDIS|RAYA|50000235|Abcd1234.|0|ACTIVE|50000235@domain.com|FISCAL|
RODAS|CAMERO|50000236|Abcd1234.|0|ACTIVE|50000236@domain.com|FISCAL|
FAUSTINA|STRINATI|50000237|Abcd1234.|0|ACTIVE|50000237@domain.com|FISCAL|
NEVADA|CASAS|50000238|Abcd1234.|0|ACTIVE|50000238@domain.com|FISCAL|
TITO|CASTELLANO|50000239|Abcd1234.|0|ACTIVE|50000239@domain.com|FISCAL|
JENARO|VARGAS|50000240|Abcd1234.|0|ACTIVE|50000240@domain.com|FISCAL|
ARMANDO|SCUTARI|50000241|Abcd1234.|0|ACTIVE|50000241@domain.com|FISCAL|
GUILLERMO|PARILLA|50000242|Abcd1234.|0|ACTIVE|50000242@domain.com|FISCAL|
GARCIA|ALFONSI|50000243|Abcd1234.|0|ACTIVE|50000243@domain.com|FISCAL|
TAMASCIO|BOTERO|50000244|Abcd1234.|0|ACTIVE|50000244@domain.com|FISCAL|
LUIZ|GORDON|50000245|Abcd1234.|0|ACTIVE|50000245@domain.com|FISCAL|
ELETICIA|ABAR|50000246|Abcd1234.|0|ACTIVE|50000246@domain.com|FISCAL|
SANTANA|CASTILLO|50000247|Abcd1234.|0|ACTIVE|50000247@domain.com|FISCAL|
MINCHO|MUNOS|50000248|Abcd1234.|0|ACTIVE|50000248@domain.com|FISCAL|
ÁLVARO|VERA|50000249|Abcd1234.|0|ACTIVE|50000249@domain.com|FISCAL|
SANTOS|FAZIO|50000250|Abcd1234.|0|ACTIVE|50000250@domain.com|FISCAL|
ASENCION|BADILLA|50000251|Abcd1234.|0|ACTIVE|50000251@domain.com|FISCAL|
HUGIN|ROMANO|50000252|Abcd1234.|0|ACTIVE|50000252@domain.com|FISCAL|
LORCA|CHE|50000253|Abcd1234.|0|ACTIVE|50000253@domain.com|FISCAL|
YSIDORO|BELLINI|50000254|Abcd1234.|0|ACTIVE|50000254@domain.com|FISCAL|
ALMIRA|PADRON|50000255|Abcd1234.|0|ACTIVE|50000255@domain.com|FISCAL|
MARTES|ANDRADA|50000256|Abcd1234.|0|ACTIVE|50000256@domain.com|FISCAL|
DOMINGO|ALLESSI |50000257|Abcd1234.|0|ACTIVE|50000257@domain.com|FISCAL|
NATAL|CAPUANO|50000258|Abcd1234.|0|ACTIVE|50000258@domain.com|FISCAL|
OSVALDO|SALAZAR|50000259|Abcd1234.|0|ACTIVE|50000259@domain.com|FISCAL|
GOFREDO|SANTAROSSA|50000260|Abcd1234.|0|ACTIVE|50000260@domain.com|FISCAL|
MARKO|ZITO|50000261|Abcd1234.|0|ACTIVE|50000261@domain.com|FISCAL|
MAXIMILIANO|FAULMINO|50000262|Abcd1234.|0|ACTIVE|50000262@domain.com|FISCAL|
LUCILA|FONTANA|50000263|Abcd1234.|0|ACTIVE|50000263@domain.com|FISCAL|
PETRONA|VALENCIANO|50000264|Abcd1234.|0|ACTIVE|50000264@domain.com|FISCAL|
CHILA|JILANI|50000265|Abcd1234.|0|ACTIVE|50000265@domain.com|FISCAL|
MATEO|DE ROSE|50000266|Abcd1234.|0|ACTIVE|50000266@domain.com|FISCAL|
IGNATIO|AGUILAR|50000267|Abcd1234.|0|ACTIVE|50000267@domain.com|FISCAL|
EXECHIO|DELGADO|50000268|Abcd1234.|0|ACTIVE|50000268@domain.com|FISCAL|
GIL|CALDERON|50000269|Abcd1234.|0|ACTIVE|50000269@domain.com|FISCAL|
FAUZTINO|BORRONI|50000270|Abcd1234.|0|ACTIVE|50000270@domain.com|FISCAL|
OCTAVIO|COCIARELLI|50000271|Abcd1234.|0|ACTIVE|50000271@domain.com|FISCAL|
INNOCENTIO|LUCCIANO|50000272|Abcd1234.|0|ACTIVE|50000272@domain.com|FISCAL|
ELEÓZAR|PISANO|50000273|Abcd1234.|0|ACTIVE|50000273@domain.com|FISCAL|
GABELLA|UDINESI|50000274|Abcd1234.|0|ACTIVE|50000274@domain.com|FISCAL|
LICO|MINIATI|50000275|Abcd1234.|0|ACTIVE|50000275@domain.com|FISCAL|
PEDRA|COLOMBO|50000276|Abcd1234.|0|ACTIVE|50000276@domain.com|FISCAL|
PACORRA|RODRIGUEZ|50000277|Abcd1234.|0|ACTIVE|50000277@domain.com|FISCAL|
INESITA|VOLPE|50000278|Abcd1234.|0|ACTIVE|50000278@domain.com|FISCAL|
PICABIA|MAZZI|50000279|Abcd1234.|0|ACTIVE|50000279@domain.com|FISCAL|
FELEPITA|BADILLA|50000280|Abcd1234.|0|ACTIVE|50000280@domain.com|FISCAL|
INRIQUES|REYES|50000281|Abcd1234.|0|ACTIVE|50000281@domain.com|FISCAL|
MARQUITA|SILVERA|50000282|Abcd1234.|0|ACTIVE|50000282@domain.com|FISCAL|
EUSTAQUIO|ARROYO|50000283|Abcd1234.|0|ACTIVE|50000283@domain.com|FISCAL|
OVIDIA|COCCI|50000284|Abcd1234.|0|ACTIVE|50000284@domain.com|FISCAL|
BEATRIZ|PAGNOTTO|50000285|Abcd1234.|0|ACTIVE|50000285@domain.com|FISCAL|
NORITA|PUERTA|50000286|Abcd1234.|0|ACTIVE|50000286@domain.com|FISCAL|
JOAQUINA|DEFILIPPIS|50000287|Abcd1234.|0|ACTIVE|50000287@domain.com|FISCAL|
OSMUNDO|SANTANA|50000288|Abcd1234.|0|ACTIVE|50000288@domain.com|FISCAL|
HUGUES|ARMENDAREZ|50000289|Abcd1234.|0|ACTIVE|50000289@domain.com|FISCAL|
FORTUNATA|ALVAREZ|50000290|Abcd1234.|0|ACTIVE|50000290@domain.com|FISCAL|
BERTUNGA|VELA|50000291|Abcd1234.|0|ACTIVE|50000291@domain.com|FISCAL|
LEOCADIA|GORDON|50000292|Abcd1234.|0|ACTIVE|50000292@domain.com|FISCAL|
JAVIERA|ALFONSO|50000293|Abcd1234.|0|ACTIVE|50000293@domain.com|FISCAL|
ADAMO|MANO|50000294|Abcd1234.|0|ACTIVE|50000294@domain.com|FISCAL|
RAFAEL|PUGLIESI|50000295|Abcd1234.|0|ACTIVE|50000295@domain.com|FISCAL|
ROSALINA|RINALDI|50000296|Abcd1234.|0|ACTIVE|50000296@domain.com|FISCAL|
IGNOCIO|ESPERANZA|50000297|Abcd1234.|0|ACTIVE|50000297@domain.com|FISCAL|
GUILLA|PACCIORETTI|50000298|Abcd1234.|0|ACTIVE|50000298@domain.com|FISCAL|
CESARIO|LOVATO|50000299|Abcd1234.|0|ACTIVE|50000299@domain.com|FISCAL|
MELANIA|BENITO|60000001|Abcd1234.|0|ACTIVE|60000001@domain.com|RESULT_MANAGER|
PEPE|PRADO|60000002|Abcd1234.|0|ACTIVE|60000002@domain.com|RESULT_MANAGER|
HEXIQUIO|CUEVA|60000003|Abcd1234.|0|ACTIVE|60000003@domain.com|RESULT_MANAGER|
QUIXOTE|COCCI|60000004|Abcd1234.|0|ACTIVE|60000004@domain.com|RESULT_MANAGER|
FELIPE|PAGNOTTO|60000005|Abcd1234.|0|ACTIVE|60000005@domain.com|RESULT_MANAGER|
OLVA|ARANDA|60000006|Abcd1234.|0|ACTIVE|60000006@domain.com|RESULT_MANAGER|
DIAZ|CANDELLA|60000007|Abcd1234.|0|ACTIVE|60000007@domain.com|RESULT_MANAGER|
PERFECTA|GALLO|60000008|Abcd1234.|0|ACTIVE|60000008@domain.com|RESULT_MANAGER|
JENARO|DONNATIELLO|60000009|Abcd1234.|0|ACTIVE|60000009@domain.com|RESULT_MANAGER|
RICO|TRINIDAD|60000010|Abcd1234.|0|ACTIVE|60000010@domain.com|RESULT_MANAGER|
CAMA|ROZARIO|60000011|Abcd1234.|0|ACTIVE|60000011@domain.com|RESULT_MANAGER|
TEODORO|SAENZ|60000012|Abcd1234.|0|ACTIVE|60000012@domain.com|RESULT_MANAGER|
COLOMBO|ORTEGA|60000013|Abcd1234.|0|ACTIVE|60000013@domain.com|RESULT_MANAGER|
XIMEN|VIOLANTE|60000014|Abcd1234.|0|ACTIVE|60000014@domain.com|RESULT_MANAGER|
FLOREZ|DEGALLATO|60000015|Abcd1234.|0|ACTIVE|60000015@domain.com|RESULT_MANAGER|
TEODOMIRO|BERRA|60000016|Abcd1234.|0|ACTIVE|60000016@domain.com|RESULT_MANAGER|
MANUELA|FAZIO|60000017|Abcd1234.|0|ACTIVE|60000017@domain.com|RESULT_MANAGER|
FUENTES|NECCI|60000018|Abcd1234.|0|ACTIVE|60000018@domain.com|RESULT_MANAGER|
MAURICIO|MONALDO|60000019|Abcd1234.|0|ACTIVE|60000019@domain.com|RESULT_MANAGER|
EBER|BAROFFIO|60000020|Abcd1234.|0|ACTIVE|60000020@domain.com|RESULT_MANAGER|
ANTONINA|NUNEZ|60000021|Abcd1234.|0|ACTIVE|60000021@domain.com|RESULT_MANAGER|
DANIALO|BARO|60000022|Abcd1234.|0|ACTIVE|60000022@domain.com|RESULT_MANAGER|
ELVIRA|FONTANA|60000023|Abcd1234.|0|ACTIVE|60000023@domain.com|RESULT_MANAGER|
ARALUEN|MARCHESI|60000024|Abcd1234.|0|ACTIVE|60000024@domain.com|RESULT_MANAGER|
BAYA|TOSCANO|60000025|Abcd1234.|0|ACTIVE|60000025@domain.com|RESULT_MANAGER|
JACOBO|PICCIO|60000026|Abcd1234.|0|ACTIVE|60000026@domain.com|RESULT_MANAGER|
TIMOTEO|TOSCANO|60000027|Abcd1234.|0|ACTIVE|60000027@domain.com|RESULT_MANAGER|
FORTUNATO|BONOCCHI|60000028|Abcd1234.|0|ACTIVE|60000028@domain.com|RESULT_MANAGER|
REBECA|SALVO|60000029|Abcd1234.|0|ACTIVE|60000029@domain.com|RESULT_MANAGER|
ADELINA|BERRA|60000030|Abcd1234.|0|ACTIVE|60000030@domain.com|RESULT_MANAGER|
EDGARDITO|VALDEZ|60000031|Abcd1234.|0|ACTIVE|60000031@domain.com|RESULT_MANAGER|
PALOMINA|MARCHESI|60000032|Abcd1234.|0|ACTIVE|60000032@domain.com|RESULT_MANAGER|
BLANCO|MANDES|60000033|Abcd1234.|0|ACTIVE|60000033@domain.com|RESULT_MANAGER|
MACARIO|BENCOMO|60000034|Abcd1234.|0|ACTIVE|60000034@domain.com|RESULT_MANAGER|
ENOCENCIO|FANUCCI|60000035|Abcd1234.|0|ACTIVE|60000035@domain.com|RESULT_MANAGER|
JACINTA|MARTINEZ|60000036|Abcd1234.|0|ACTIVE|60000036@domain.com|RESULT_MANAGER|
COLBA|CASTIGLIONE|60000037|Abcd1234.|0|ACTIVE|60000037@domain.com|RESULT_MANAGER|
ROCIO|ESCANDON|60000038|Abcd1234.|0|ACTIVE|60000038@domain.com|RESULT_MANAGER|
LURDES|LOMBARDO|60000039|Abcd1234.|0|ACTIVE|60000039@domain.com|RESULT_MANAGER|
ESTEBEN|ESTRADA|60000040|Abcd1234.|0|ACTIVE|60000040@domain.com|RESULT_MANAGER|
OSVALDO|SABBATINI|60000041|Abcd1234.|0|ACTIVE|60000041@domain.com|RESULT_MANAGER|
GALENO|GUCCI|60000042|Abcd1234.|0|ACTIVE|60000042@domain.com|RESULT_MANAGER|
MIXIMINO|RUSSO|60000043|Abcd1234.|0|ACTIVE|60000043@domain.com|RESULT_MANAGER|
DELMAR|DI NORCIA|60000044|Abcd1234.|0|ACTIVE|60000044@domain.com|RESULT_MANAGER|
FAUSTINA|RIVERA|60000045|Abcd1234.|0|ACTIVE|60000045@domain.com|RESULT_MANAGER|
BENIAMÍN|BELLINI|60000046|Abcd1234.|0|ACTIVE|60000046@domain.com|RESULT_MANAGER|
HUBER|TOLEDO|60000047|Abcd1234.|0|ACTIVE|60000047@domain.com|RESULT_MANAGER|
TADEO|RUIZ|60000048|Abcd1234.|0|ACTIVE|60000048@domain.com|RESULT_MANAGER|
PALOMINA|DE TORO|60000049|Abcd1234.|0|ACTIVE|60000049@domain.com|RESULT_MANAGER|
JEMSA|SANCHEZ|60000050|Abcd1234.|0|ACTIVE|60000050@domain.com|RESULT_MANAGER|
GOFREDO|BERNARDO|60000051|Abcd1234.|0|ACTIVE|60000051@domain.com|RESULT_MANAGER|
CERGIO|ENRIQUE|60000052|Abcd1234.|0|ACTIVE|60000052@domain.com|RESULT_MANAGER|
LIVINIA|JUAQUIN|60000053|Abcd1234.|0|ACTIVE|60000053@domain.com|RESULT_MANAGER|
FELIPA|DE TORO|60000054|Abcd1234.|0|ACTIVE|60000054@domain.com|RESULT_MANAGER|
MATHIOS|ENRIQUE|60000055|Abcd1234.|0|ACTIVE|60000055@domain.com|RESULT_MANAGER|
GUI|VELASQUEZ|60000056|Abcd1234.|0|ACTIVE|60000056@domain.com|RESULT_MANAGER|
GALLIENO|LOMBARDI|60000057|Abcd1234.|0|ACTIVE|60000057@domain.com|RESULT_MANAGER|
JACOBO|HUERTA|60000058|Abcd1234.|0|ACTIVE|60000058@domain.com|RESULT_MANAGER|
PAZEL|DEFILIPPIS|60000059|Abcd1234.|0|ACTIVE|60000059@domain.com|RESULT_MANAGER|
FREDICO|ALLESSIE|60000060|Abcd1234.|0|ACTIVE|60000060@domain.com|RESULT_MANAGER|
CURITO|CRESCI|60000061|Abcd1234.|0|ACTIVE|60000061@domain.com|RESULT_MANAGER|
KILEY|CASTILLO|60000062|Abcd1234.|0|ACTIVE|60000062@domain.com|RESULT_MANAGER|
TINO|DONINI|60000063|Abcd1234.|0|ACTIVE|60000063@domain.com|RESULT_MANAGER|
NORITA|LETTIERE|60000064|Abcd1234.|0|ACTIVE|60000064@domain.com|RESULT_MANAGER|
NATALINA|ANDRADA|60000065|Abcd1234.|0|ACTIVE|60000065@domain.com|RESULT_MANAGER|
LATISHA|DI NORCIA|60000066|Abcd1234.|0|ACTIVE|60000066@domain.com|RESULT_MANAGER|
